task_index,task_slug,pair_index,pair_id,pair_type,diisocyanate_id,oh_component_id,oh_component_role,start_index,nco_site_number,oh_site_number,torsion_start_deg,torsion_collision_adjustment_deg,torsion_actual_deg,attack_side,attack_angle_deg,attack_azimuth_adjustment_deg,initial_reactive_distance_a,initial_min_interfragment_distance_a,geometry_status,execution_permission,nco_carbon_atom_index_1based,oh_oxygen_atom_index_1based,atom_count,charge,uhf,monomer_energy_sum_hartree,diisocyanate_xyz_sha256,oh_component_xyz_sha256,input_xyz_file,input_xyz_sha256,xcontrol_file,xcontrol_sha256,constraint_force_constant,xtb_version,xtb_binary_sha256,method,environment_model,optimization_level,calculation_scope,performance_claim_status,run_status,run_issue,association_energy_proxy_kcal_mol,complex_total_energy_hartree,final_reactive_distance_a,runtime_seconds,state_file
76,pair_40af32527bfdc13057fd_s01,19,pair_40af32527bfdc13057fd,diisocyanate_macrodiol,commercial_ndi_15,commercial_ptmg_650,macrodiol_proxy,1,1,1,0,0,0,1,105,45,2.7,1.90160315254,ready,allowed,10,23,142,0,0,-198.24539827,7689714a632b279b6d9eea5528b8c8cdfe9fa7983dfaf902fe6f6f8a183a445c,0702fa93ec3ff2fc9bc0cd99734642aabbad3be997b3ad87aaf7bac505e92cf8,输入复合物/pair_40af32527bfdc13057fd_s01.xyz,5311b88ee81990e635d3a63838a2b864a66b7cd4d3871bf02d0bef031114fb7a,约束/pair_40af32527bfdc13057fd_s01.inp,acb8e2fdb5f7b76d45f743812f426318f2cd34e067793998b11c6be407b3f52c,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-11.8101048076,-198.26421887,2.7004701461,37.423,状态/pair_40af32527bfdc13057fd_s01.json
77,pair_40af32527bfdc13057fd_s02,19,pair_40af32527bfdc13057fd,diisocyanate_macrodiol,commercial_ndi_15,commercial_ptmg_650,macrodiol_proxy,2,1,2,90,0,90,-1,105,0,2.7,2.43701597483,ready,allowed,10,68,142,0,0,-198.24539827,7689714a632b279b6d9eea5528b8c8cdfe9fa7983dfaf902fe6f6f8a183a445c,0702fa93ec3ff2fc9bc0cd99734642aabbad3be997b3ad87aaf7bac505e92cf8,输入复合物/pair_40af32527bfdc13057fd_s02.xyz,31b2ad79d8ed222cd60b0d7fcf2b56d8b27ee4c87e8bede427f8581f63bf792e,约束/pair_40af32527bfdc13057fd_s02.inp,517e576ed0d100ecfcd5e16441e39cacc17465b0fd0385f9c7986656395fe44c,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-16.1931580824,-198.27120371,2.70211808715,109.928,状态/pair_40af32527bfdc13057fd_s02.json
78,pair_40af32527bfdc13057fd_s03,19,pair_40af32527bfdc13057fd,diisocyanate_macrodiol,commercial_ndi_15,commercial_ptmg_650,macrodiol_proxy,3,2,1,180,0,180,-1,105,0,2.7,0.976593923502,ready,allowed,15,23,142,0,0,-198.24539827,7689714a632b279b6d9eea5528b8c8cdfe9fa7983dfaf902fe6f6f8a183a445c,0702fa93ec3ff2fc9bc0cd99734642aabbad3be997b3ad87aaf7bac505e92cf8,输入复合物/pair_40af32527bfdc13057fd_s03.xyz,5c191f932cbefca99bcd71612a070525fbee19e00217544e8fd4888f4e01316a,约束/pair_40af32527bfdc13057fd_s03.inp,c6eb00d5637313beeb7163ae5702142c7c2f11ec7be34d30c4c60765b8bb69ef,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-12.7032202167,-198.26564214,2.70017170894,99.604,状态/pair_40af32527bfdc13057fd_s03.json
79,pair_40af32527bfdc13057fd_s04,19,pair_40af32527bfdc13057fd,diisocyanate_macrodiol,commercial_ndi_15,commercial_ptmg_650,macrodiol_proxy,4,2,2,270,0,270,1,105,0,2.7,1.12043541838,ready,allowed,15,68,142,0,0,-198.24539827,7689714a632b279b6d9eea5528b8c8cdfe9fa7983dfaf902fe6f6f8a183a445c,0702fa93ec3ff2fc9bc0cd99734642aabbad3be997b3ad87aaf7bac505e92cf8,输入复合物/pair_40af32527bfdc13057fd_s04.xyz,f30bea53f691578fdd4e4c7e90ddac172a717903ebf7129e8bb800300db3b3cf,约束/pair_40af32527bfdc13057fd_s04.inp,9200a833f155ec2fc6b8682e093a8c24f59048e220f94a5276d3d3c31295d08b,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-16.3664636489,-198.27147989,2.70202689765,92.217,状态/pair_40af32527bfdc13057fd_s04.json
80,pair_d434badaff61c4b9cbd1_s01,20,pair_d434badaff61c4b9cbd1,diisocyanate_macrodiol,commercial_pdi_15,commercial_ptmg_1400,macrodiol_proxy,1,1,1,0,-30,330,1,105,45,2.7,0.8566716908,ready,allowed,5,22,271,0,0,-356.73430089,4ac19b0fab5ac77d57ad99b015a3ac94530b315530f2650716a84b46959ab03a,6dcc294093a9238e8b7731d13c90bf3fc4058d0282a928a573aee8503a223fe6,输入复合物/pair_d434badaff61c4b9cbd1_s01.xyz,bc467081a580b481e6f983e3391b87c55367ed8d01886cd998e2635c05ae5259,约束/pair_d434badaff61c4b9cbd1_s01.inp,7b7a6ef904206f2c0b73716da868716fbb81218f71176dd467ff2bb3ca2d4ed8,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-28.0443898609,-356.77899247,2.70203865957,283.067,状态/pair_d434badaff61c4b9cbd1_s01.json
81,pair_d434badaff61c4b9cbd1_s02,20,pair_d434badaff61c4b9cbd1,diisocyanate_macrodiol,commercial_pdi_15,commercial_ptmg_1400,macrodiol_proxy,2,1,2,90,0,90,-1,105,0,2.7,1.80372419855,ready,allowed,5,117,271,0,0,-356.73430089,4ac19b0fab5ac77d57ad99b015a3ac94530b315530f2650716a84b46959ab03a,6dcc294093a9238e8b7731d13c90bf3fc4058d0282a928a573aee8503a223fe6,输入复合物/pair_d434badaff61c4b9cbd1_s02.xyz,f252792d57b814abeb22eef1c5eba86f47dbcd6b71eead72437ac567aad63a52,约束/pair_d434badaff61c4b9cbd1_s02.inp,5e6a99f9d3d3311b9bf7688f11dcf74fdab007a5ded56707a18e24de6f981067,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-27.325753461,-356.77784725,2.70143537534,371.4,状态/pair_d434badaff61c4b9cbd1_s02.json
82,pair_d434badaff61c4b9cbd1_s03,20,pair_d434badaff61c4b9cbd1,diisocyanate_macrodiol,commercial_pdi_15,commercial_ptmg_1400,macrodiol_proxy,3,2,1,180,-30,150,-1,105,0,2.7,0.816658141609,ready,allowed,10,22,271,0,0,-356.73430089,4ac19b0fab5ac77d57ad99b015a3ac94530b315530f2650716a84b46959ab03a,6dcc294093a9238e8b7731d13c90bf3fc4058d0282a928a573aee8503a223fe6,输入复合物/pair_d434badaff61c4b9cbd1_s03.xyz,9c40e7aaacd78d61569d52bb41d2123d0b1dad3b45998d41cc9af2fc2e03f665,约束/pair_d434badaff61c4b9cbd1_s03.inp,5c725094b1fd0d5931abbfaf6dde107bf442a260ac6226f1328654e268f6cf9d,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-26.7599595437,-356.7769456,2.70054981808,281.972,状态/pair_d434badaff61c4b9cbd1_s03.json
83,pair_d434badaff61c4b9cbd1_s04,20,pair_d434badaff61c4b9cbd1,diisocyanate_macrodiol,commercial_pdi_15,commercial_ptmg_1400,macrodiol_proxy,4,2,2,270,-30,240,1,105,45,2.7,0.730625999717,ready,allowed,10,117,271,0,0,-356.73430089,4ac19b0fab5ac77d57ad99b015a3ac94530b315530f2650716a84b46959ab03a,6dcc294093a9238e8b7731d13c90bf3fc4058d0282a928a573aee8503a223fe6,输入复合物/pair_d434badaff61c4b9cbd1_s04.xyz,30d09401f571bf68b2ead597310b5b0e19261236ccbfa6397e7f8b0f1eaed6b8,约束/pair_d434badaff61c4b9cbd1_s04.inp,fef12cacdc49ba6869c39be788ab6ab9aeb639963a24b127fd2fb8dc01da8877,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-26.2241103785,-356.77609167,2.70175852805,280.745,状态/pair_d434badaff61c4b9cbd1_s04.json
84,pair_7d06ceb5c63af0dd1f38_s01,21,pair_7d06ceb5c63af0dd1f38,diisocyanate_macrodiol,commercial_tdi_24,commercial_ptmg_2000,macrodiol_proxy,1,1,1,0,0,0,1,105,0,2.7,0.366403414042,blocked_initial_interfragment_collision,blocked,9,20,373,0,0,-492.66062187,d7003c4f5c11b07ca3c0f819070b30982e1356c381cff1f762709fc86b1e6bc6,9409cae060bd461a0c546293a019e02a2d9e6bd1a94006e0aa6d67e468d51a16,输入复合物/pair_7d06ceb5c63af0dd1f38_s01.xyz,d6ffb714c6095fd4193b9183cb1c0a0971b2d3c09e171b17d87c44dc08ab0b5a,约束/pair_7d06ceb5c63af0dd1f38_s01.inp,f09e56ea332f15fe5b52f2f27b3c054fc7464eeb35e26aaf24411fc42ef8f13f,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,blocked_input_geometry,blocked_initial_interfragment_collision,,,,,状态/pair_7d06ceb5c63af0dd1f38_s01.json
85,pair_7d06ceb5c63af0dd1f38_s02,21,pair_7d06ceb5c63af0dd1f38,diisocyanate_macrodiol,commercial_tdi_24,commercial_ptmg_2000,macrodiol_proxy,2,1,2,90,0,90,-1,105,0,2.7,0.748361296363,ready,allowed,9,155,373,0,0,-492.66062187,d7003c4f5c11b07ca3c0f819070b30982e1356c381cff1f762709fc86b1e6bc6,9409cae060bd461a0c546293a019e02a2d9e6bd1a94006e0aa6d67e468d51a16,输入复合物/pair_7d06ceb5c63af0dd1f38_s02.xyz,0fc336c773b0204d0e829044b62ad10e6f2a8ab75243e6f75cc76dee99548ae1,约束/pair_7d06ceb5c63af0dd1f38_s02.inp,c5d3bd0380fa233df804fa52701c7e0dd60b90f53a86472677aa3b4adda00de4,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-60.6413797813,-492.75726006,2.70261961851,540.084,状态/pair_7d06ceb5c63af0dd1f38_s02.json
86,pair_7d06ceb5c63af0dd1f38_s03,21,pair_7d06ceb5c63af0dd1f38,diisocyanate_macrodiol,commercial_tdi_24,commercial_ptmg_2000,macrodiol_proxy,3,2,1,180,0,180,-1,105,0,2.7,0.366403414042,blocked_initial_interfragment_collision,blocked,12,20,373,0,0,-492.66062187,d7003c4f5c11b07ca3c0f819070b30982e1356c381cff1f762709fc86b1e6bc6,9409cae060bd461a0c546293a019e02a2d9e6bd1a94006e0aa6d67e468d51a16,输入复合物/pair_7d06ceb5c63af0dd1f38_s03.xyz,9ecda260d5230ee6c659010f993ff0bce5041bc7bc4e69ab4172997c3d459ff2,约束/pair_7d06ceb5c63af0dd1f38_s03.inp,d257631d6c1510732bf373b3165f8cb6f3947e191a73ac1318845ac5ec3b638c,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,blocked_input_geometry,blocked_initial_interfragment_collision,,,,,状态/pair_7d06ceb5c63af0dd1f38_s03.json
87,pair_7d06ceb5c63af0dd1f38_s04,21,pair_7d06ceb5c63af0dd1f38,diisocyanate_macrodiol,commercial_tdi_24,commercial_ptmg_2000,macrodiol_proxy,4,2,2,270,-60,210,1,105,0,2.7,0.706900200822,ready,allowed,12,155,373,0,0,-492.66062187,d7003c4f5c11b07ca3c0f819070b30982e1356c381cff1f762709fc86b1e6bc6,9409cae060bd461a0c546293a019e02a2d9e6bd1a94006e0aa6d67e468d51a16,输入复合物/pair_7d06ceb5c63af0dd1f38_s04.xyz,05073accca9f07b168174f9f312e4e929857d7f129a9b1851a45b8c83440dcdf,约束/pair_7d06ceb5c63af0dd1f38_s04.inp,bccd48c1ef095941201b314fc4608f47c204e16adcce146a8a0c0bf7aa01f199,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,25.2332227182,-492.62041017,2.69918993978,1051.754,状态/pair_7d06ceb5c63af0dd1f38_s04.json
